,headline,date,doc_type,type_of_material,snippet,source,news_desk,section_name,keywords
338,The Truth About New York’s Rising Murder Numbers,2020-01-07,article,News,"Murders rose in 2019 for the first time in three years, yet they are still extremely low compared with past eras, and reports of other violent crimes crept up only slightly or declined.",The New York Times,Metro,U.S.,"['Crime and Criminals', 'Murders, Attempted Murders and Homicides']"
339,McConnell Says He Will Proceed on Impeachment Trial Without Witness Deal,2020-01-07,article,News,"The intention, with no commitment to calling witnesses or admitting new evidence, foreshadows a partisan vote to kick off a divisive proceeding.",The New York Times,Washington,U.S.,"['Impeachment', 'United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']"
340,"Two Milwaukee Children Shot After Throwing Snowballs at Cars, Police Say",2020-01-07,article,News,"The police were searching for a suspect, while an alderman called the violence “completely senseless.”",The New York Times,Express,U.S.,"['Children and Childhood', 'Murders, Attempted Murders and Homicides']"
341,Tucker Carlson Dissents as Right-Wing Media Weighs Trump’s Iran Strike,2020-01-07,article,News,Cracks in the conservative commentariat as the White House struggles to form a clear narrative.,The New York Times,Business,Business Day,"['Targeted Killings', 'United States Politics and Government', 'News and News Media', 'Television', 'United States International Relations', 'United States Defense and Military Forces']"
342,Boy Scouts of America Is Sued Over Sexual Abuse Allegations,2020-01-07,article,News,The lawsuit was filed after a window was opened for survivors to pursue justice in cases of decades-old alleged abuse.,The New York Times,Express,U.S.,"['Sex Crimes', 'Suits and Litigation (Civil)', 'Child Abuse and Neglect', 'Law and Legislation']"
343,F.B.I. Asks Apple to Help Unlock Two iPhones,2020-01-07,article,News,The request could reignite a fight between the Silicon Valley giant and law enforcement over access to encrypted technology.,The New York Times,Business,Technology,"['Computer Security', 'Smartphones', 'Naval Air Station Pensacola Shooting (2019)']"
344,"Joe Biden, Seeking Commander-in-Chief Moment, Denounces Trump’s Iran Escalation",2020-01-07,article,News,"Because the president “refuses to level with the American people” about the dangers United States troops and civilians now face in the Middle East, Mr. Biden said, “I will attempt to do that.”",The New York Times,Politics,U.S.,"['Presidential Election of 2020', 'Targeted Killings', 'United States International Relations', 'United States Defense and Military Forces', 'War and Emergency Powers (US)', 'Primaries and Caucuses']"
345,Inside the Billion-Dollar Battle Over .Org,2020-01-07,article,News,A private equity firm wants to buy the internet domain used by nonprofits. A group of online pioneers says it is not the place to maximize profits.,The New York Times,Business,Technology,"['Computers and the Internet', 'Nonprofit Organizations', 'Domain Names (Internet)', 'Private Equity']"
346,2 Dead After Sanitation and Concrete Trucks Hit Pedestrians in N.Y.C.,2020-01-07,article,News,One of those struck was a 10-year-old boy. The fatalities brought the pedestrian death toll to four in the new year.,The New York Times,Metro,New York,"['Traffic Accidents and Safety', 'Walking', 'Deaths (Fatalities)', 'Roads and Traffic']"
347,U.S. and France Race to Conclude Digital Tax Talks as Tariff Threat Looms,2020-01-07,article,News,"The efforts came as purveyors of wine, cookware and handbags gathered in Washington to argue against the administration’s plan.",The New York Times,Washington,Business Day,"['United States International Relations', 'International Trade and World Market', 'Customs (Tariff)', 'Politics and Government', 'Taxation', 'Champagne (Wine)', 'Wines', 'Cookware', 'Agriculture and Farming']"
348,Pompeo Upended Middle East by Pushing Trump to Kill Iranian General,2020-01-07,article,News,Secretary of State Mike Pompeo is struggling to manage the widening fallout from the drone strike on Maj. Gen. Qassim Suleimani.,The New York Times,Washington,World,"['United States International Relations', 'United States Defense and Military Forces', 'United States Politics and Government', 'Targeted Killings', 'Defense and Military Forces']"
349,How to Pack a Go Bag for Extended Hospital Stays,2020-01-07,article,News,"For frequent hospital visits, a “go bag” with sleep helpers, organization tools, entertainment can help make you more comfortable.",The New York Times,Smarter Living,Smarter Living,"['Hospitals', 'Living Wills and Health Care Proxies', 'Senses and Sensation', 'your-feed-wirecutter']"
