,headline,date,doc_type,type_of_material,snippet,source,news_desk,section_name,keywords
3326,"From Bonn to Vienna, in Search of Beethoven, the Man",2020-02-24,article,News,"It’s the composer’s 250th birthday, and a pilgrimage shines new light on his art and life.",The New York Times,Travel,Travel,"['Classical Music', 'Travel and Vacations']"
3327,Businesses ‘Getting Killed’ on Russian Border as Coronavirus Fears Rise,2020-02-24,article,News,"No one in a Russian city 600 yards from China has been infected as yet, but businesses are shriveling and China’s image as a benign force is being eclipsed by a more anxious vision.",The New York Times,Foreign,World,"['Coronavirus (2019-nCoV)', 'Economic Conditions and Trends']"
3328,Photos of Trump’s Trip to India,2020-02-24,article,News,"The president’s visit with Prime Minister Narendra Modi included a rally in a cricket stadium, stops at historic Indian sites and trade talks.",The New York Times,Foreign,World,['Stadiums and Arenas']
3329,Julian Assange Faces Hearing on Extradition to the U.S.,2020-02-24,article,News,The WikiLeaks founder appeared in a London court to fight attempts by the American authorities to make him answer charges of espionage.,The New York Times,Foreign,World,"['Cyberattacks and Hackers', 'Freedom of the Press', 'Classified Information and State Secrets']"
3330,"‘America Loves India,’ Trump Declares at Rally With Modi",2020-02-24,article,News,"President Trump was feted with music, dancers and more than 100,000 cheering attendees — if not the 10 million he says he was promised.",The New York Times,Foreign,World,"['United States International Relations', 'Muslims and Islam']"
3331,On Politics: Watch Where Sanders Goes,2020-02-24,article,News,"Bernie Sanders has been campaigning in Texas, a Super Tuesday state. This is your morning tip sheet.",The New York Times,Politics,U.S.,"['Presidential Election of 2020', 'Primaries and Caucuses']"
3332,Warren Buffett Has a Problem With ‘Independent’ Directors,2020-02-24,article,News,"“When seeking directors, C.E.O.s don’t look for pit bulls,” Mr. Buffett wrote in his latest shareholder letter. “It’s the cocker spaniel that gets taken home.”",The New York Times,Business,Business Day,"['Presidential Election of 2020', 'Mergers, Acquisitions and Divestitures']"
3333,Sandstorm Wreaks Havoc in Canary Islands,2020-02-24,article,News,"Red sands carried by winds from the Sahara have forced airports to close, leaving thousands stranded.",The New York Times,Foreign,World,['Dust and Sand Storms']
3334,Hong Kong Says It Will Begin Evacuating Residents From Wuhan,2020-02-24,article,News,The death of one Hong Kong resident in the mainland Chinese city heightened fears for thousands of others stuck in the center of the coronavirus outbreak.,The New York Times,Foreign,World,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Lunar New Year', 'Evacuations and Evacuees']"
3335,$3.5 Million Homes in California,2020-02-24,article,News,"A 1923 beach house in Marina del Rey, a hillside home in Corona del Mar and a Spanish-style complex in Ojai.",The New York Times,RealEstate,Real Estate,['Real Estate and Housing (Residential)']
3336,U.S. Stocks Plunge as Coronavirus Crisis Spreads,2020-02-24,article,News,"As outbreaks spread outside China, spiking in Italy and South Korea, investors are growing increasingly concerned about a global economic slowdown.",The New York Times,Business,Business Day,"['Coronavirus (2019-nCoV)', 'Economic Conditions and Trends', 'Stocks and Bonds', ""Standard & Poor's 500-Stock Index"", 'Oil (Petroleum) and Gasoline', 'United States Economy']"
3337,New Genomic Tests Aim to Diagnose Deadly Infections Faster,2020-02-24,article,News,"Rapid genomic tests are poised to change the way doctors diagnose and treat infections, but their cost may limit widespread use.",The New York Times,Science,Health,"['Tests (Medical)', 'ANTIBIOTICS', 'Genetics and Heredity', 'Infections', 'Health Insurance and Managed Care', 'Drug resistance (Microbial)', 'Bacteria', 'DNA (Deoxyribonucleic Acid)', 'Start-ups', 'your-feed-healthcare']"
3338,Supreme Court to Hear Case on Gay Rights and Foster Care,2020-02-24,article,News,The justices will consider whether a city may exclude a Catholic adoption agency from its foster care system because it refuses to work with gay couples.,The New York Times,Washington,U.S.,"['Freedom of Speech and Expression', 'First Amendment (US Constitution)', 'Foster Care']"
3339,Driver Slams Car Into German Carnival Crowd,2020-02-24,article,News,"The police said they were “looking at all possibilities” after about 30 people, including children, were injured when a station wagon sped into pedestrians at a parade.",The New York Times,Foreign,World,"['Traffic Accidents and Safety', 'Carnival (Pre-Lenten)', 'Hanau, Germany, Shooting (2020)']"
3340,Police Move to Clear Canada Rail Blockade by Indigenous People,2020-02-24,article,News,A protest of more than two weeks by a group of Indigenous people has blocked trains and created a political headache for Prime Minister Justin Trudeau.,The New York Times,Foreign,World,"['Politics and Government', 'Indigenous People']"
3341,Full Coverage: Harvey Weinstein Is Found Guilty of Rape,2020-02-24,article,News,"A jury convicted Mr. Weinstein of felony sex crime and rape, but acquitted him of the most serious charges against him, predatory sexual assault.",The New York Times,Metro,New York,"['Sex Crimes', 'Sexual Harassment', '#MeToo Movement']"
3342,A Timeline of the Weinstein Case,2020-02-24,article,News,"The authorities investigated Harvey Weinstein in 2015. He was indicted three years later, after a flood of public complaints.",The New York Times,Metro,New York,"['#MeToo Movement', 'Sex Crimes', 'Sexual Harassment']"
3343,Harvey Weinstein Is Found Guilty of Sex Crimes in #MeToo Watershed,2020-02-24,article,News,The jury found Mr. Weinstein guilty of two felony sex crimes but acquitted him of charges that he is a sexual predator.,The New York Times,Metro,New York,"['#MeToo Movement', 'Sex Crimes', 'Sexual Harassment', 'Decisions and Verdicts']"
3344,"As Fears of a Pandemic Mount, W.H.O. Says World Is Not Ready",2020-02-24,article,News,"The announcement comes as infections surge in Iran, Italy and South Korea. But the number of cases in China has begun to decline — for now.",The New York Times,Foreign,World,"['Epidemics', 'Coronavirus (2019-nCoV)', 'Economic Conditions and Trends', 'Deaths (Fatalities)']"
3345,Reactions to the Harvey Weinstein Verdict: ‘You Did a Public Service’,2020-02-24,article,News,Rose McGowan and Asia Argento were among the public figures and activists who celebrated a jury’s verdict that Harvey Weinstein was guilty on two counts.,The New York Times,Express,New York,"['Sex Crimes', '#MeToo Movement', 'Sexual Harassment', 'Decisions and Verdicts']"
3346,White House Asks Congress for Billions to Fight Coronavirus,2020-02-24,article,News,The request arrived at the same time the Trump administration is proposing cuts to health programs across the government and as health officials across the nation struggle to keep up with costs.,The New York Times,Washington,U.S.,"['United States Politics and Government', 'Federal Budget (US)', 'Coronavirus (2019-nCoV)', 'Disasters and Emergencies']"
3347,Sanders’s Comments on Fidel Castro Provoke Anger in Florida,2020-02-24,article,News,Bernie Sanders told “60 Minutes” that it would be “unfair” to say “everything is bad” about Cuba’s Communist revolution.,The New York Times,National,U.S.,"['Presidential Election of 2020', 'Communism (Theory and Philosophy)']"
3348,‘Never Say Die’: Genetic Sleuths Rediscover Extinct Species,2020-02-24,article,News,The rediscovery of an insect in Wales hints at environmental DNA sampling’s potential to change endangered species protection.,The New York Times,Science,Science,"['Insects', 'Endangered and Extinct Species', 'Conservation of Resources', 'DNA (Deoxyribonucleic Acid)', 'Research', 'Biology and Biochemistry', 'Microbiology', 'your-feed-science']"
3349,Canada Oil-Sands Plan Collapses Over Politics and Economics,2020-02-24,article,News,"A developer has abandoned a nine-year effort to extend mining, sparing Justin Trudeau a choice between energy interests and environmental concerns.",The New York Times,Business,Business Day,"['Oil (Petroleum) and Gasoline', 'Politics and Government', 'Oil Sands', 'Regulation and Deregulation of Industry', 'Prices (Fares, Fees and Rates)', 'Greenhouse Gas Emissions']"
3350,Supreme Court Seems Ready to Back Pipeline Across Appalachian Trail,2020-02-24,article,News,"Environmental groups seek to block the $8 billion pipeline, which would deliver natural gas from West Virginia to North Carolina, crossing the famed hiking trail.",The New York Times,Washington,U.S.,"['Federal Lands', 'Pipelines', 'Environment']"
3351,Economy Faces a Coronavirus Challenge as Markets Swoon,2020-02-24,article,News,Central bankers and administration officials alike are unsure how the virus will affect American economic growth.,The New York Times,Washington,Business Day,"['Coronavirus (2019-nCoV)', 'United States Economy', 'Economic Conditions and Trends', 'United States Politics and Government', 'Interest Rates', 'International Trade and World Market', 'Banking and Financial Institutions', 'Epidemics', 'Stocks and Bonds']"
3352,‘Finally’: Ashley Judd and Other Weinstein Accusers Respond to Verdict,2020-02-24,article,News,"The women, other key figures in the #MeToo movement and legal scholars shared their thoughts with The New York Times.",The New York Times,Metro,New York,"['#MeToo Movement', 'Decisions and Verdicts', 'Sexual Harassment', 'Sex Crimes']"
3353,"Appeal of Lee Malvo, the Sniper Who Terrorized D.C., May Be Dismissed",2020-02-24,article,News,Virginia prosecutors and lawyers for Mr. Malvo asked the Supreme Court to drop his appeal in light of a new state law giving juvenile offenders the right to seek parole.,The New York Times,Washington,U.S.,"['Murders, Attempted Murders and Homicides', 'Serial Murders', 'Sentences (Criminal)', 'Probation and Parole', 'Juvenile Delinquency']"
3354,Central Park Races to Save a Rare Duck Gagging on a Piece of Plastic,2020-02-24,article,News,The bird is unable to eat because of a discarded plastic ring stuck in its beak.,The New York Times,Metro,New York,"['Ducks', 'Parks and Other Recreation Areas', 'Plastics', 'Water Pollution', 'Birdwatching']"
3355,"After Long Wait, The Markup Is Ready to ‘Show Our Work’",2020-02-24,article,News,The editor in chief was fired — and rehired — before this week’s formal rollout of a tech-investigations site backed by millions from the founder of Craigslist.,The New York Times,Business,Business Day,"['News and News Media', 'Computers and the Internet', 'Data-Mining and Database Marketing']"
3356,Intuit to Buy Credit Karma to Create Financial Data Giant,2020-02-24,article,News,The $7.1 billion transaction underscores the value of the financial details of ordinary Americans.,The New York Times,Business,Business Day,"['Mergers, Acquisitions and Divestitures', 'Personal Finances', 'Computers and the Internet', 'Software', 'Start-ups', 'Credit Scores', 'Initial Public Offerings']"
3357,How to Be Good,2020-02-24,article,News,"What a therapist, scholar, monk, C.E.O. and others can teach us about bringing our best to everything we do, every day.",The New York Times,Smarter Living,Smarter Living,"['Religion and Belief', 'Sustainable Living', 'Social Media', 'Books and Literature', 'Philanthropy']"
3358,"Coronavirus Stalls Milan, Italy’s Economic Engine",2020-02-24,article,News,"Milan is not a closed city, but it is a drastically slowed one, after a spike of cases in the region, raising anxiety about a broader slowdown.",The New York Times,Foreign,World,"['Economic Conditions and Trends', 'Politics and Government', 'Coronavirus (2019-nCoV)']"
3359,A Shot Before Last Call: Capturing New Orleans’s Vanishing Black Bars,2020-02-24,article,News,"Two years ago, a photographer began documenting the remaining black-owned bars and lounges on a storied stretch of St. Bernard Avenue. Inside these spaces, tradition is paramount.",The New York Times,National,U.S.,"['Black People', 'Blacks', 'Bars and Nightclubs', 'Photography', 'Mardi Gras', 'RHYTHM AND BLUES (MUSIC)']"
3360,"Westerdam Passengers at Low Risk of Coronavirus Infection, C.D.C. Says",2020-02-24,article,News,"The agency does not know why one passenger’s test results were positive, but said there is no risk to fellow travelers.",The New York Times,Science,Health,"['Coronavirus (2019-nCoV)', 'Tests (Medical)', 'Politics and Government', 'Cruises', 'your-feed-science']"
3361,"Spreading Across Continents, a Lethal Virus Tests a Fraying Global Order",2020-02-24,article,News,New outbreaks in Europe and the Middle East are accelerating amid concerns that the global response is fractured and uncoordinated.,The New York Times,Foreign,World,"['Politics and Government', 'Epidemics', 'Coronavirus (2019-nCoV)']"
3362,Trump’s Doctor Thought He Had a Ticket to Congress. It Hasn’t Been So Easy.,2020-02-24,article,News,Ronny Jackson is one of 15 candidates in a crowded Republican primary. And the White House hasn’t gone out of its way to help.,The New York Times,Washington,U.S.,"['United States Politics and Government', 'Elections, House of Representatives', 'Doctors']"
3363,‘Recipe for a Massive Viral Outbreak’: Iran Emerges as a Worldwide Threat,2020-02-24,article,News,"Long a regional crossroads, Iran is spreading the new coronavirus to a host of neighboring countries. Many are ill equipped to cope.",The New York Times,Foreign,World,"['Coronavirus (2019-nCoV)', 'Pilgrimages']"
3364,Bill Would Require an Anti-Government Critic in More Surveillance Cases,2020-02-24,article,News,"A draft bill to reauthorize expiring counterintelligence powers would make several broader changes, after a damning inspector general report about a wiretap in the Trump-Russia inquiry.",The New York Times,Washington,U.S.,"['Surveillance of Citizens by Government', 'Wiretapping and Other Eavesdropping Devices and Methods', 'Foreign Intelligence Surveillance Act (FISA)', 'United States Politics and Government', 'USA PATRIOT Act']"
3365,"Harvey Weinstein Is Gone, but Hollywood Is Still a Man’s World",2020-02-24,article,News,"The entertainment industry has undergone a tectonic shift in the past two years, but many of the most powerful people remain the same.",The New York Times,Business,Business Day,"['Movies', 'Women and Girls', 'Discrimination', 'Workplace Environment', '#MeToo Movement', 'Sexual Harassment', 'Sex Crimes']"
3366,Sanders Says He’ll Attract a Wave of New Voters. It Hasn’t Happened.,2020-02-24,article,News,"Bernie Sanders has so far prevailed by expanding his appeal among traditional Democratic voters, not by driving record turnout.",The New York Times,Politics,U.S.,"['Presidential Election of 2020', 'Presidential Election of 2016', 'Primaries and Caucuses', 'Midterm Elections (2018)']"
3367,"Under Pressure From Trump, Extraditions to U.S. From Mexico Soar",2020-02-24,article,News,The increased pace follows a threat by President Trump to designate drug traffickers as terrorists and amid two visits by his attorney general to Mexico to push for more cooperation.,The New York Times,Foreign,World,"['Drug Cartels', 'Extradition', 'Drug Abuse and Traffic', 'United States Politics and Government']"
3368,Oregon Republicans Disappear for Another Climate Vote,2020-02-25,article,News,"After leaving the state last year to shut down a climate change proposal, Oregon senators were absent again on Monday.",The New York Times,National,U.S.,"['Greenhouse Gas Emissions', 'Carbon Caps and Emissions Trading Programs', 'Law and Legislation', 'Global Warming', 'Boycotts']"
3369,"McConnell, Looking to Energize Social Conservatives, Forces Votes on Abortion",2020-02-25,article,News,"After months of legislative inactivity, Senator Mitch McConnell, the majority leader, has scheduled votes on two abortion-related bills. Democrats argue they are attacks on women’s reproductive rights.",The New York Times,Washington,U.S.,"['United States Politics and Government', 'Law and Legislation', 'ABORTION']"
3370,Trump Administration Considers Punishing Chinese News Organizations,2020-02-25,article,News,"U.S. officials said they were looking at ways to retaliate for China’s expulsion of three Wall Street Journal reporters, including evicting Chinese journalists who file intelligence reports.",The New York Times,Washington,U.S.,"['News and News Media', 'Freedom of the Press']"
3371,Putin’s Ultimate Goal,2020-02-25,article,News,The Russians don’t have to help President Trump or Bernie Sanders. They may already be winning.,The New York Times,Politics,U.S.,"['Presidential Election of 2020', 'United States Politics and Government']"
3372,Amy Klobuchar’s Bipartisan Record Includes Voting for Many Trump Judicial Nominees,2020-02-25,article,News,The Minnesota senator is running for president as a pragmatist. But some Democrats and civil rights groups say she went too far in supporting judges chosen by the current administration.,The New York Times,Politics,U.S.,"['Presidential Election of 2020', 'Federal Courts (US)', 'Courts and the Judiciary', 'Appointments and Executive Changes']"
3373,A Rare Legal Battle: Can a State Force a City to House Coronavirus Patients?,2020-02-25,article,News,"A federal judge ruled that Costa Mesa, Calif., does not have to house coronavirus patients, at least for now. Local officials had argued that the chosen facility posed safety risks.",The New York Times,National,U.S.,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Military Bases and Installations', 'Politics and Government', 'Evacuations and Evacuees', 'Epidemics']"
3374,Among Those Pressing Trump to Weed Out Disloyalty: Clarence Thomas’s Wife,2020-02-25,article,News,"A group led by Ginni Thomas has targeted officials in the administration, and lobbied for its own preferred choices. As the president’s distrust in those serving him has grown, so has its sway.",The New York Times,Washington,U.S.,"['United States Politics and Government', 'Appointments and Executive Changes']"
3375,Chris Matthews Apologizes to Bernie Sanders for Remarks on Nevada Win,2020-02-25,article,News,"An on-air comparison to Nazis angered Sanders aides, who privately complained to executives at MSNBC.",The New York Times,Business,Business Day,"['Presidential Election of 2020', 'News and News Media', 'Apologies', 'Holocaust and the Nazi Era']"
3376,Give Compassionate Feedback While Still Being Constructive,2020-02-25,article,News,"People want feedback that helps them grow and improve. But how you deliver it matters, too.",The New York Times,Smarter Living,Smarter Living,"['Empathy', 'Labor and Jobs', 'Workplace Environment', 'Performance Evaluations (Labor)']"
3377,School for the Deaf Reports Dozens of Decades-Old Sexual Abuse Cases,2020-02-25,article,News,"The American School for the Deaf, founded in 1817 in Connecticut, said at least 37 alumni had also complained that they were subjected to corporal punishment by former staff members.",The New York Times,Express,U.S.,"['Child Abuse and Neglect', 'Special Education', 'Education (K-12)', 'Abuse of the Disabled', 'Corporal Punishment', 'Deafness', 'Sex Crimes']"
3378,"Bernie Sanders Outlines Funding for His Plans, but It May Not All Add Up",2020-02-25,article,News,"After months of resistance to discussing how he would pay for his plans like “Medicare for all” and canceling student debt, Mr. Sanders announced the explanation at a CNN event on Monday.",The New York Times,Politics,U.S.,"['Presidential Election of 2020', 'Health Insurance and Managed Care']"
3379,5 Takeaways From the Weinstein Verdict,2020-02-25,article,News,The split decision followed complicated testimony from accusers. It was a blow to the defendant and a win for Manhattan’s district attorney.,The New York Times,Metro,New York,"['Sex Crimes', 'Decisions and Verdicts', 'Sexual Harassment']"
3380,"Post-Brexit, Britain Is Going Its Own Way. That Way Looks Expensive.",2020-02-25,article,News,"The country, preparing for trade talks with Brussels, is vowing to break with European Union rules. But that could wall off a vast market for its exports.",The New York Times,Business,Business Day,"['Great Britain Withdrawal from EU (Brexit)', 'International Trade and World Market', 'Automobiles', 'Factories and Manufacturing']"
3381,U.S. Soldier Tests Positive for Virus in South Korea,2020-02-25,article,News,"The soldier, the first U.S. service member known to be infected, has been quarantined in his off-base residence, the military said.",The New York Times,Foreign,World,"['Coronavirus (2019-nCoV)', 'Epidemics', 'Travel Warnings', 'United States Economy', 'Stocks and Bonds']"
3382,The Latest Amenity at Luxury Residences: A Celebrity Chef Is in the House,2020-02-25,article,News,"In Dubai, a new development will feature restaurants run by three acclaimed chefs, reflecting a new mixture of culinary and residential marketing.",The New York Times,NYTI,Real Estate,"['Real Estate and Housing (Residential)', 'Restaurants', 'Chefs']"
3383,China Sentences Hong Kong Bookseller Gui Minhai to 10 Years in Prison,2020-02-25,article,News,"Mr. Gui, a Chinese-born Swedish citizen, ran a publishing house that appeared to anger the Communist Party",The New York Times,Foreign,World,"['Politics and Government', 'Political Prisoners', 'Book Trade and Publishing']"
3384,"Trump, in India, Demands 2 Liberal Justices Recuse Themselves From His Cases",2020-02-25,article,News,The president ratcheted up a fight with a judicial system he sees as biased against him.,The New York Times,Washington,U.S.,"['United States Politics and Government', 'United States International Relations']"
3385,Stocks Slide for 2nd Day as U.S. Sounds Alarm on Coronavirus,2020-02-25,article,News,The spread of the coronavirus has rattled investors who fear new outbreaks will push down global demand.,The New York Times,Business,Business Day,"['Stocks and Bonds', 'Coronavirus (2019-nCoV)', 'Epidemics', ""Standard & Poor's 500-Stock Index"", 'Economic Conditions and Trends']"
3386,"In Delaware, Dams Are Being Removed to Spur Fish Migration",2020-02-25,article,News,"Will American shad, striped bass and other fish return to early spawning grounds that were blocked off starting in the mid-1700s by early settlers?",The New York Times,Science,Science,"['Levees and Dams', 'Fish and Other Marine Life', 'Animal Migration', 'Water Pollution', 'your-feed-science']"
3387,Divisiveness Among 2020 Democratic Hopefuls Hits New Level,2020-02-25,article,News,"As the primary race becomes a battle of all against all, and the field suddenly seems to be constricting, the divisiveness and negative attacks are rising.",The New York Times,Politics,U.S.,['Presidential Election of 2020']
3388,Could the Trump Administration Block Congestion Pricing in New York?,2020-02-25,article,News,"An ambitious plan to charge drivers in Manhattan to raise money for the subways could be in jeopardy, officials warn.",The New York Times,Metro,New York,"['Congestion Pricing', 'Roads and Traffic', 'Commuting', 'Federal-State Relations (US)', 'Subways', 'Law and Legislation', 'Infrastructure (Public Works)', 'United States Politics and Government', 'Transit Systems']"
3389,"New Delhi Streets Turn Into Battleground, Hindus vs. Muslims",2020-02-25,article,News,"As President Trump toured India’s capital, at least 11 people were killed in mob violence that upended a working-class neighborhood.",The New York Times,Foreign,World,"['Politics and Government', 'Citizenship and Naturalization', 'Demonstrations, Protests and Riots', 'Hinduism', 'Muslims and Islam', 'Discrimination', 'Deaths (Fatalities)', 'United States International Relations']"
3390,"​In Coronavirus Crisis, Korean City Tries Openness, a Contrast to China",2020-02-25,article,News,"Even in the center of the outbreak in Daegu, officials are not restricting the movement of people, which could be a template as the virus moves around the globe.",The New York Times,Foreign,World,"['Coronavirus (2019-nCoV)', 'Epidemics']"
3391,Mental-Health Researchers Ask: What Is ‘Recovery’?,2020-02-25,article,News,"There are many ways to measure mental distress. But it’s far harder to predict, or even describe, the improvement that often follows.",The New York Times,Science,Health,"['Mental Health and Disorders', 'Psychiatry and Psychiatrists', 'Therapy and Rehabilitation', 'your-feed-science', 'your-feed-health']"
3392,Running in the Time of Coronavirus,2020-02-25,article,News,The cancellation of the Hong Kong Marathon because of coronavirus concerns didn’t stop some from running.,The New York Times,Well,Well,"['Coronavirus (2019-nCoV)', 'Marathon Running', 'Running', 'Masks', 'Protective Clothing and Gear']"
3393,The Distorted Reflections of an Eating Disorder,2020-02-25,article,News,"The mirror became a cruel optical illusion: I kept crunching, tucking, sweating and squatting, but my reflection just got uglier.",The New York Times,Well,Well,"['Eating Disorders', 'Exercise', 'Mirrors']"
3394,The Best Tips for Good Spa Etiquette,2020-02-25,article,News,"How to make sure those around you, other guests and staff, can enjoy their experience as well.",The New York Times,Travel,Travel,"['Spas', 'Travel and Vacations', 'Customs, Etiquette and Manners']"
3395,Hotels Aim to Help Guests Travel Lighter,2020-02-25,article,News,"To help guests ditch excess baggage, hotels are partnering with fashion companies to deliver Instagram-worthy outfits directly to their guest rooms.",The New York Times,Travel,Travel,"['Travel and Vacations', 'Fashion and Apparel', 'Hotels and Travel Lodgings', 'Luggage and Packing', 'Millennial Generation']"
3396,Charter Schools in Surprise Political Fight as Trump and Democrats Turn Away,2020-02-25,article,News,"Public charter schools, long protected as a bipartisan way to expand school choice, are suddenly in a political battle as both parties shift to other priorities.",The New York Times,Washington,U.S.,"['Education (K-12)', 'Private and Sectarian Schools', 'Vouchers', 'United States Politics and Government', 'Charter Schools']"
3397,"As Trump Visits India, a Trade Deal Remains Elusive",2020-02-25,article,News,"President Trump and Prime Minister Modi have plenty in common, but that doesn’t include a desire to quickly lower trade barriers between the two countries.",The New York Times,Washington,Business Day,"['International Trade and World Market', 'United States Politics and Government', 'Customs (Tariff)', 'Milk']"
3398,‘I Felt Like Crying’: Coronavirus Shakes China’s Expecting Mothers,2020-02-25,article,News,"Pregnant women describe a lonely, sometimes terrifying experience navigating the country’s overburdened health care system during the outbreak.",The New York Times,Business,Business Day,"['Coronavirus (2019-nCoV)', 'Pregnancy and Childbirth', 'Hospitals']"
3399,"As Domestic Terrorists Outpace Jihadists, New U.S. Law Is Debated",2020-02-25,article,News,"Even as the menace from homegrown extremists grows more explicit, law enforcement is wrestling with how to combat it.",The New York Times,National,U.S.,"['Terrorism', 'Whites', 'Fringe Groups and Movements', 'Hate Crimes', 'Mass Shootings', 'Law and Legislation', 'Civil Rights and Liberties', 'United States Politics and Government']"
3400,New Jersey May Raise Cigarette Taxes to Highest Level in Nation,2020-02-25,article,News,"The state budget proposal includes a $4.35 per pack tax, an increase designed to discourage tobacco use and generate revenue.",The New York Times,Metro,New York,"['Sales and Excise Taxes', 'Politics and Government', 'Smoking and Tobacco', 'E-Cigarettes', 'Budgets and Budgeting']"
3401,Spring Break: Where to Get the Biggest Bang for Your Buck,2020-02-25,article,News,"Uruguay instead of Miami, spring skiing and more money-saving tips.",The New York Times,Travel,Travel,"['Travel and Vacations', 'Skiing', 'Finances', 'Cruises', 'Cross-Country Skiing', 'National Parks, Monuments and Seashores', 'Beaches', 'Prices (Fares, Fees and Rates)']"
3402,Little House on the Highway,2020-02-25,article,News,The dream was to own a Brooklyn brownstone — and one architect and his family found a way. It isn’t for everyone.,The New York Times,RealEstate,Real Estate,"['Real Estate and Housing (Residential)', 'Home Repairs and Improvements', 'Restoration and Renovation', 'Interior Design and Furnishings', 'Furniture', 'ARCHITECTURE']"
3403,Trump Sees Commitment to Religious Freedom in India as Riots Break Out,2020-02-25,article,News,The president stressed the strength of his relationship with Prime Minister Narendra Modi in meetings long on symbolism and short on concrete agreements.,The New York Times,Foreign,U.S.,"['United States International Relations', 'Politics and Government', 'Freedom of Religion', 'Muslims and Islam', 'Demonstrations, Protests and Riots', 'International Trade and World Market']"
3404,"As Emmanuel Macron’s Impact Grows, So Does French Disdain",2020-02-25,article,News,"No recent president has had a deeper effect on France’s economy, society and politics. And many French despise him for it.",The New York Times,Foreign,World,"['Politics and Government', 'Economic Conditions and Trends', 'Legislatures and Parliaments', 'Labor and Jobs', 'Demonstrations, Protests and Riots', 'Pensions and Retirement Plans', 'Strikes', 'Yellow Vests Movement', 'Transit Systems']"
3405,Where Does All the Swag Go After Campaigns Fail? Everywhere,2020-02-25,article,News,Some items are reused in future campaigns. Others are thrown away. And some resurface in Kenya.,The New York Times,Express,U.S.,"['Presidential Election of 2020', 'United States Politics and Government', 'Philanthropy', 'Primaries and Caucuses', 'Hats and Caps', 'T-Shirts (Apparel)', 'Collectors and Collections', 'Political Advertising']"
3406,On Politics: Last Debate Before Super Tuesday,2020-02-25,article,News,Tonight’s debate could also be a critical test for Michael Bloomberg. This is your morning tip sheet.,The New York Times,Politics,U.S.,"['Presidential Election of 2020', 'Primaries and Caucuses', 'Debates (Political)']"
3407,The World Isn’t Ready for a Major Coronavirus Outbreak,2020-02-25,article,News,"Investors are hedging their portfolios, businesses are revising their forecasts, and government officials are preparing for the worst.",The New York Times,Business,Business Day,"['Coronavirus (2019-nCoV)', 'United States Economy', 'Epidemics']"
3408,Now Weinstein Faces Charges He Raped a Woman at a Beverly Hills Hotel,2020-02-25,article,News,Harvey Weinstein’s trial in New York is over. But Los Angeles prosecutors have accused him of assaulting two women in 2013.,The New York Times,Metro,New York,"['#MeToo Movement', 'Sexual Harassment', 'Sex Crimes']"
3409,"Coronavirus Spreads to Soccer’s Schedule, Closing Stadiums and Stranding Teams",2020-02-25,article,News,"Inter Milan will play its Europa League home game on Thursday without spectators. In China, South Korea and Japan, domestic leagues are not playing games at all.",The New York Times,Sports,World,"['Coronavirus (2019-nCoV)', 'Soccer', 'Epidemics']"
3410,Trump Accuses Schiff of Leaking Intelligence on Russia’s 2020 Interference,2020-02-25,article,News,"Without evidence, President Trump accused the chairman of the House Intelligence Committee of leaking intelligence.",The New York Times,Washington,U.S.,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'United States Politics and Government', 'Presidential Election of 2020', 'Elections', 'Impeachment']"
3411,Franchise Workers Lose Some Power to Challenge Labor Practices,2020-02-25,article,News,A new National Labor Relations Board rule scales back the responsibility of parent companies for violations by franchisees or contractors.,The New York Times,Business,Business Day,"['Workplace Hazards and Violations', 'Labor and Jobs', 'Fast Food Industry', 'Franchises', 'Organized Labor', 'Regulation and Deregulation of Industry', 'United States Politics and Government']"
3412,Highlights From the Democratic Debate in South Carolina,2020-02-25,article,News,"Seven Democrats will be debating in Charleston, S.C., four days before the South Carolina primary. Last week’s forum smashed a TV ratings record.",The New York Times,Politics,U.S.,"['Presidential Election of 2020', 'Debates (Political)', 'Primaries and Caucuses']"
3413,Recent Commercial Real Estate Transactions,2020-02-25,article,News,Recent commercial real estate transactions in New York.,The New York Times,Business,Business Day,"['Real Estate and Housing (Residential)', 'Real Estate (Commercial)']"
3414,Colleges Invest So ‘What’s the Town Like?’ Gets an Upbeat Answer,2020-02-25,article,News,"A number of small schools like Colby, in Maine, are hoping to improve off-campus amenities by helping to revitalize downtowns.",The New York Times,Business,Business Day,"['Colleges and Universities', 'Area Planning and Renewal', 'Real Estate and Housing (Residential)', 'Real Estate (Commercial)']"
3415,"Antioch, Calif.: ‘Last Bastion of the Good Commute’ in the Bay Area",2020-02-25,article,News,"Renters and buyers priced out of San Francisco and Oakland are increasingly finding this quiet city on the San Joaquin River, where affordability is ‘number one.’",The New York Times,RealEstate,Real Estate,['Real Estate and Housing (Residential)']
3416,Trump Says Harvey Weinstein Verdict ‘Sends a Very Strong Message’,2020-02-25,article,News,The president called the film producer’s conviction “a great victory” for women even as he focused on Mr. Weinstein’s ties to Democrats.,The New York Times,Washington,U.S.,"['Decisions and Verdicts', '#MeToo Movement', 'Sexual Harassment', 'Women and Girls']"
